ResolvedPersonID,n_cases,dominant_mo_phrase,mo_consistency,n_districts_with_dominant_mo
2047,1,The accused gained entry through a rear window left unlatched.,1.0,1
2048,1,The accused gained entry through a rear window left unlatched.,1.0,1
2052,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
2054,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
2055,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
2058,3,The accused used a two-wheeler to approach and flee the scene rapidly.,0.333,1
2059,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
2061,1,The accused targeted unattended shops during the late-night hours.,1.0,1
2062,1,The accused gained entry through a rear window left unlatched.,1.0,1
2063,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
2065,2,The accused gained entry through a rear window left unlatched.,0.5,1
2066,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
2068,3,The accused operated in daylight hours near crowded public spaces.,0.667,1
2070,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
2071,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
2072,1,The accused operated using a fraudulent online payment link.,1.0,1
2074,7,The accused gained entry through a rear window left unlatched.,0.286,1
2075,2,The accused approached the victim through a fake social media profile.,0.5,1
2076,1,The accused approached the victim through a fake social media profile.,1.0,1
2079,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
2081,4,The accused used a two-wheeler to approach and flee the scene rapidly.,0.25,1
2082,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
2083,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
2086,2,The accused was found in possession of the contraband during a routine check.,0.5,1
2087,1,The accused was found in possession of the contraband during a routine check.,1.0,1
2088,14,The accused lured the victim on the pretext of a job offer.,0.143,2
2089,3,The accused was found in possession of the contraband during a routine check.,0.333,1
2090,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
2091,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
2092,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
2096,4,The accused gained entry through a rear window left unlatched.,0.25,1
2098,1,The accused targeted unattended shops during the late-night hours.,1.0,1
2099,2,The accused targeted unattended shops during the late-night hours.,0.5,1
2102,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
2105,1,The accused was found in possession of the contraband during a routine check.,1.0,1
2107,1,The accused was found in possession of the contraband during a routine check.,1.0,1
2108,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
2109,1,The accused operated using a fraudulent online payment link.,1.0,1
2115,2,The accused used a two-wheeler to approach and flee the scene rapidly.,0.5,1
2117,2,The accused was a person known to the victim's family.,0.5,1
2118,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
2121,1,The accused was a person known to the victim's family.,1.0,1
2123,1,The accused was a person known to the victim's family.,1.0,1
2132,2,The accused operated in daylight hours near crowded public spaces.,0.5,1
2133,1,The accused gained entry through a rear window left unlatched.,1.0,1
2134,7,The accused gained entry through a rear window left unlatched.,0.286,1
2135,1,The accused was known to the victim through a prior personal dispute.,1.0,1
2136,2,The accused was known to the victim through a prior personal dispute.,0.5,1
2137,15,The accused lured the victim on the pretext of a job offer.,0.333,3
2138,1,The accused approached the victim through a fake social media profile.,1.0,1
2139,2,The accused approached the victim through a fake social media profile.,0.5,1
2141,1,The accused approached the victim through a fake social media profile.,1.0,1
2142,1,The accused approached the victim through a fake social media profile.,1.0,1
2144,1,The accused gained entry through a rear window left unlatched.,1.0,1
2145,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
2146,1,The accused targeted unattended shops during the late-night hours.,1.0,1
2147,1,The accused targeted unattended shops during the late-night hours.,1.0,1
2148,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
2149,7,The accused was known to the victim through a prior personal dispute.,0.286,2
2152,3,The accused gained entry through a rear window left unlatched.,0.333,1
2153,1,The accused gained entry through a rear window left unlatched.,1.0,1
2154,1,The accused gained entry through a rear window left unlatched.,1.0,1
2155,3,The accused waylaid the victim along a known secluded route.,0.333,1
2158,11,The accused used a rented vehicle with tampered number plates to transport stolen goods.,0.273,2
2159,2,The accused was known to the victim through a prior personal dispute.,0.5,1
2160,1,The accused lured the victim on the pretext of a job offer.,1.0,1
2162,1,The accused was known to the victim through a prior personal dispute.,1.0,1
2163,1,The accused was known to the victim through a prior personal dispute.,1.0,1
2164,1,The accused was known to the victim through a prior personal dispute.,1.0,1
2166,1,The accused lured the victim on the pretext of a job offer.,1.0,1
2168,1,The accused gained entry through a rear window left unlatched.,1.0,1
2169,1,The accused targeted unattended shops during the late-night hours.,1.0,1
2171,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
2174,1,The accused targeted unattended shops during the late-night hours.,1.0,1
2175,14,The accused used a rented vehicle with tampered number plates to transport stolen goods.,0.214,3
2176,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
2177,1,The accused targeted unattended shops during the late-night hours.,1.0,1
2180,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
2182,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
2183,1,The accused gained entry through a rear window left unlatched.,1.0,1
2185,1,The accused gained entry through a rear window left unlatched.,1.0,1
2186,1,The accused gained entry through a rear window left unlatched.,1.0,1
2187,15,The accused used a rented vehicle with tampered number plates to transport stolen goods.,0.4,2
2191,1,The accused approached the victim through a fake social media profile.,1.0,1
2192,1,The accused approached the victim through a fake social media profile.,1.0,1
2194,4,The accused used a two-wheeler to approach and flee the scene rapidly.,0.5,2
2197,4,The accused wore a helmet throughout to avoid CCTV identification.,0.25,1
2199,1,The accused targeted unattended shops during the late-night hours.,1.0,1
2203,2,The accused was a person known to the victim's family.,0.5,1
2204,17,The accused targeted unattended shops during the late-night hours.,0.294,1
2208,1,The accused was found in possession of the contraband during a routine check.,1.0,1
2209,1,The accused was found in possession of the contraband during a routine check.,1.0,1
2211,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
2214,1,The accused gained entry through a rear window left unlatched.,1.0,1
2215,1,The accused gained entry through a rear window left unlatched.,1.0,1
2216,1,The accused gained entry through a rear window left unlatched.,1.0,1
2220,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
2224,12,The accused was a person known to the victim's family.,0.25,1
2225,1,The accused was found in possession of the contraband during a routine check.,1.0,1
2226,2,The accused was found in possession of the contraband during a routine check.,1.0,2
2228,1,The accused was found in possession of the contraband during a routine check.,1.0,1
2229,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
2230,1,The accused targeted unattended shops during the late-night hours.,1.0,1
2231,4,The accused targeted unattended shops during the late-night hours.,0.25,1
2232,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
2234,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
2235,26,The accused gained entry through a rear window left unlatched.,0.154,4
2238,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
2239,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
2240,2,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,1
2242,1,The accused was a person known to the victim's family.,1.0,1
2244,20,The accused used a duplicate key/lock-picking method to gain entry.,0.4,3
2245,1,The accused lured the victim on the pretext of a job offer.,1.0,1
2246,4,The accused was found in possession of the contraband during a routine check.,0.5,2
2247,1,The accused was found in possession of the contraband during a routine check.,1.0,1
2248,1,The accused was known to the victim through a prior personal dispute.,1.0,1
2250,1,The accused waylaid the victim along a known secluded route.,1.0,1
2251,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
2256,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
